label,diskUsage,forkCount,squashMergeAllowed,isArchived,isFork,C,Shell,C++,assign_,stargazer_,milestone,Ruby,Makefile,Python,JavaScript,HTML,CSS,Java,languageCounter,popularLanguageCounter,hasLanguage,description_len,has_description,has_issue,stargazer_non_zero,has_milestone,has_release,contributed
1,9481,45,0,0,0,0.0,0.0,0.0,1.0,455.0,0.0,0.0,0.00019260794003411944,0.9997446347335328,0.0,6.275732643291807e-05,0.0,0.0,3,3,0,85,0,1,0,0,0,1
0,6724,187,0,0,0,0.007522284871471057,0.00019113330153247072,0.9035191086133444,9.0,856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,0,13,0,1,0,0,0,0
0,8300,2,0,0,0,0.9333408925611052,0.0005554446560455552,0.014742080007421788,5.0,1.0,0.0,0.0,0.0021456577291352925,0.0015269772253814814,0.0,0.022059993969797846,0.0,0.0,9,6,0,3,1,1,0,0,0,0
0,9665,1,0,0,0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.06105243950457617,0.0,0.9385297987380714,0.00041776175735244687,0.0,3,3,0,29,0,0,0,0,0,0
0,300,0,0,0,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,52,0,0,0,0,0,0
0,5964,0,0,0,0,0.0,0.1561767953520531,0.0,1.0,0.0,0.0,0.00630527434651146,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,65,0,0,1,0,0,0
0,180,1,0,0,0,0.0,0.0,0.0,15.0,1.0,0.0,0.009071833141378605,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,43,0,0,0,0,0,0
0,478,1,0,0,0,0.5945924132364809,0.0,0.09394673123486684,1.0,3.0,0.0,0.0,0.0,0.03833736884584342,0.0,0.0,0.0,0.0,7,3,0,32,0,0,0,0,0,0
0,316,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.061004310453905135,0.9008679955124042,0.0,0.03812769403369072,0.0,3,3,0,50,0,0,1,0,0,0
0,40,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,49,0,0,1,0,0,0
0,20,6,0,0,0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.7281595709017767,0.22996982903117666,0.0418706000670466,0.0,3,3,0,36,0,0,0,0,0,0
0,1460,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,54,0,0,1,0,0,0
0,123,16,0,0,0,0.0,0.0,0.0,1.0,293.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,30,0,1,0,0,0,0
0,18889,1,0,0,0,0.0,0.022459137274179676,0.0,116.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008479783704067838,3,2,0,54,0,0,0,0,0,0
0,3400,2,0,0,0,0.0,0.0003779839603328137,0.0,117.0,1.0,0.0,0.0,0.0,0.0,0.9994840871100428,0.0,0.0,0.0,3,2,0,3,1,0,0,0,1,0
0,328,0,0,0,0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,63,0,0,1,0,0,0
0,2496,1,0,0,0,0.0,0.0,0.0,116.0,1.0,0.0,0.0,0.0,0.0,0.5396943029180176,0.0872163038443724,0.0,0.33089393237610004,4,3,0,68,0,0,0,0,0,0
0,100,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,27,0,0,1,0,0,0
0,271576,0,0,0,1,0.0017658267411055954,0.0038181746395970226,0.5333360736515476,1.0,0.0,0.0,3.8997314332732734e-05,3.433479468510806e-05,0.021170636712004573,0.0,0.0,0.0,0.0,17,6,0,30,0,0,1,0,0,0
0,366,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,59,0,0,1,0,0,0
0,4050,0,0,0,0,0.0,0.0,0.0,116.0,1.0,0.0,0.0,0.0,0.020440584621902142,0.4046812116077103,0.22484643084092354,0.07170091082397798,0.0,5,4,0,53,0,0,0,0,0,0
0,4131,0,0,0,0,0.0,0.05961076405574243,0.0,116.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,26,0,0,0,0,1,0
0,2620,0,0,0,0,0.0,0.22240580438921012,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1302036564778564,0.0006824467511942818,0.0,4,3,0,109,0,0,1,0,0,0
1,15322,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.03616692426584235,0.0,0.0,0.04807831014940752,0.3246161772282329,0.5911385883565172,0.0,4,4,0,3,1,0,1,0,0,0
0,37637,0,0,0,1,0.0,0.0064084220938653656,0.17333121367883705,1.0,1.0,0.0,0.0,0.0,0.8153180364933849,0.0,0.0,0.0,0.0,4,3,0,36,0,0,0,0,0,0
0,177920,0,0,0,1,0.0,0.014340425179713491,0.2550191488128997,1.0,0.0,0.0,0.0,0.002384093222813987,0.7076318966370058,0.0,0.0,0.0,0.0,6,4,0,28,0,0,1,0,0,0
0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,23,0,0,1,0,0,0
1,87380,896,0,0,0,0.0,0.004057788386701329,0.0,278.0,3692.0,0.0,0.0,0.0,0.425087717764736,0.004332327285331185,0.3241312556381709,0.0,0.0053304072969192606,7,5,0,34,0,1,0,0,1,1
0,180,0,0,0,0,0.039637305699481866,0.0,0.18498218911917103,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,46,0,0,1,0,0,0
0,3582,0,0,0,1,0.0010894724678935763,0.0006081584749007206,0.9652235677433516,1.0,0.0,0.0,0.0,0.0001621755933068588,0.03156516244298997,0.0,0.0,0.0,0.0,8,5,0,35,0,0,1,0,0,0
0,196,0,0,0,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,3,1,0,0,0,0,0
0,15695,0,0,0,1,0.12408997898077645,0.0008274221031833438,0.0,1.0,0.0,0.0,0.0,0.0,0.2359004571496885,0.6300944186469254,0.0,0.0,0.008618127299361398,6,5,0,37,0,0,1,0,0,0
0,88196,0,0,0,0,0.0,0.009394319381503185,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9895770424087076,3,2,0,205,0,0,0,0,0,0
0,120,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,28,0,0,1,0,0,0
0,144,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,3,1,0,1,0,0,0
0,366,0,0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8950984697247572,0.0,0.1049015302752429,0.0,2,2,0,39,0,0,0,0,0,0
1,180874,563,0,0,0,0.0,0.0,0.0,44.0,3113.0,2.0,0.0,0.0,0.0,0.16817033561891015,0.8318296643810899,0.0,0.0,2,2,0,32,0,1,0,0,1,0
0,6780,0,0,0,0,0.0,0.0,0.9074493776704441,1.0,0.0,0.0,0.0,0.0,0.0,0.09255062232955599,0.0,0.0,0.0,2,2,0,3,1,0,1,0,0,0
1,3566,0,0,0,0,0.017002013228327156,0.0,0.7685872550008361,1.0,0.0,0.0,0.06218666979863888,0.0,0.0044847629126830825,0.012491717933562187,0.1299023769371099,0.005345204188842604,0.0,7,7,0,35,0,0,1,0,0,0
0,3189,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.030506118599051807,0.0,0.9694938814009482,0.0,0.0,2,2,0,72,0,0,0,0,0,0
0,170,10,0,0,0,0.6899692447066923,0.0,0.29672296012761085,42.0,35.0,0.0,0.0,0.0,0.005778335404434732,0.0,0.0,0.0,0.0,5,3,0,10,0,0,0,0,0,0
0,70295,0,0,0,0,0.0,0.03552845504082565,0.0,2.0,0.0,0.0,0.0,0.0018246880492925586,0.9547105631051274,0.0,0.0,0.0,0.0,4,3,0,3,1,0,1,0,0,0
0,86,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19695504650058893,0.8030449534994111,0.0,0.0,2,2,0,3,1,0,1,0,0,0
0,286,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,48,0,0,1,0,0,0
1,207650,38,0,0,0,8.789206178719749e-05,0.006296037212761405,0.01979384548129931,7.0,29.0,0.0,0.0,5.611570098721071e-05,0.4841523160211325,0.00465333150480967,0.3035793043389407,0.0004981574550945704,0.0006976816547985492,16,9,0,14,0,1,0,0,0,1
0,100154,0,0,0,0,0.002534452291193521,0.00020135041363928056,0.0,11.0,0.0,0.0,0.0,0.0017637344731321891,0.0,0.0,0.0,0.0,0.0,12,3,0,13,0,1,1,0,0,0
0,132,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,3,1,0,1,0,0,0
0,136,0,0,0,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,107,0,0,0,0,0,0
0,21,1,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4122383549528302,0.0,0.0,0.0,0.0,2,1,0,45,0,0,0,0,0,0
0,93331,4,0,0,0,0.0,0.34310220080501835,0.0,2.0,0.0,0.0,0.0,0.0,0.6298952633168724,0.0,0.0,0.0,0.0,3,2,0,38,0,0,1,0,0,0
0,67,1,0,0,0,0.04562821075457573,0.07035908821023827,0.14035676485014328,114.0,3.0,0.0,0.0,0.0477708650644087,0.0,0.0,0.0,0.0,0.0,5,4,0,50,0,0,0,0,0,0
0,5692,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5672704930761389,3,1,0,3,1,0,1,0,0,0
0,1823,4,0,0,0,0.0,0.019499928028923905,0.0,2.0,10.0,0.0,0.0,0.0,0.4594887513441657,0.0,0.0,0.0,0.0,4,2,0,66,0,0,0,0,0,0
0,59,0,0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,30,0,0,0,0,0,0
0,3130,0,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,35,0,0,1,0,0,0
0,1902,1,0,0,1,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,23,0,0,0,0,0,0
1,48179,2,0,0,1,0.0,0.0014613954634078534,0.0,1.0,3.0,0.0,0.0,0.0,0.003458299811509516,0.8164979951728574,0.01615529829681525,0.001215428706013185,0.0,6,5,0,77,0,0,0,0,0,0
1,352,21,0,0,0,0.0,0.10487640827307887,0.0,1.0,148.0,0.0,0.0,0.0,0.8951235917269211,0.0,0.0,0.0,0.0,2,2,0,124,0,1,0,0,0,1
1,47352,262,0,0,0,0.0,0.00011781769840332808,0.0,14.0,801.0,0.0,0.0,0.0,0.0009183076412536748,0.07412165912645811,0.0007573108116546906,0.0005247294879573304,0.0,7,5,0,32,0,1,0,0,0,1
0,45186,1,0,0,0,0.0,0.0006967288676700339,0.0,3.0,1.0,0.0,0.0,0.0,0.599029625532493,0.2511736679184497,0.0,0.0,0.0,4,3,0,52,0,0,0,0,0,0
0,72510,0,0,0,1,0.0,0.00021183568329718002,0.0,1.0,0.0,0.0,0.0,0.0,0.11362583604483008,0.4109019116052061,0.1747898590021692,0.2897262518076645,0.0,6,5,0,39,0,0,1,0,0,0
0,152757,9,0,0,0,0.0064287282507272635,0.006433302230272425,0.5806804251971385,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.2881195455293924,0.11170801544175496,0.0,6,5,0,80,0,1,0,0,1,0
0,12192,0,0,0,1,0.0,0.0015207439520982975,0.0,1.0,0.0,0.0,0.0,0.0004001046160987548,0.9980791514318028,0.0,0.0,0.0,0.0,3,3,0,36,0,0,1,0,0,0
1,1302,29,0,0,0,0.0,0.0,0.0,25.0,6.0,0.0,0.12447922750457499,0.0,0.0,0.0,0.6215395397733909,0.25398123272203404,0.0,3,3,0,15,0,1,0,0,1,1
0,14,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15412554824561406,0.8458744517543859,0.0,0.0,0.0,0.0,2,2,0,66,0,0,1,0,0,0
0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,90,0,0,1,0,0,0
0,64,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,46,0,0,1,0,0,0
0,9,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,19,0,0,1,0,0,0
1,6,10,0,0,0,0.0,0.0,0.0,132.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,47,0,1,0,0,0,0
1,22511,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4024157459943524,0.5902621953555597,0.006371776081876046,0.0009502825682118836,0.0,4,4,0,58,0,0,1,0,0,0
1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,17,0,0,1,0,0,0
0,14,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,86,0,0,1,0,0,0
0,8932,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20743223760092272,0.0,0.0,3,1,0,3,1,0,1,0,0,0
0,137659,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.013875184164734971,0.7954601308820024,0.15064119584507069,0.0,5,3,0,3,1,0,1,0,0,0
0,91,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,11,0,0,1,0,0,0
0,15,0,0,0,0,0.23672773753728166,0.0,0.0,1.0,0.0,0.0,0.0,0.018960374946740518,0.0,0.0,0.0,0.0,0.7443118875159779,3,3,0,95,0,0,1,0,0,0
0,5,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,77,0,0,1,0,0,0
0,136,0,0,0,1,0.0,0.07635166181651096,0.0,1.0,0.0,0.0,0.05705314749578803,0.0,0.0,0.0,0.17613723387961402,0.6904579568080871,0.0,4,4,0,41,0,0,1,0,0,0
0,4,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,66,0,0,1,0,0,0
0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,3,1,0,1,0,0,0
1,9744,10258,0,0,0,0.0,1.0,0.0,167.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,121,0,1,0,0,0,1
0,110,1,0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,50,0,0,0,0,0,0
0,64,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,28,0,0,1,0,0,0
0,21205,1,0,0,0,0.0,1.814150372908688e-05,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,28,0,0,1,0,0,0
0,1548,0,0,0,1,0.7540340165721762,0.0,0.0,1.0,0.0,0.0,0.0,0.01886175316179677,0.22710423026602705,0.0,0.0,0.0,0.0,3,3,0,17,0,0,1,0,0,0
0,24089,0,0,0,0,0.0,0.005315187216466924,0.0,4.0,0.0,0.0,0.0,0.0,0.9946848127835329,0.0,0.0,0.0,0.0,2,2,0,3,1,0,1,0,0,0
0,30948,1,0,0,1,0.03651732380529365,0.0027118983858366967,0.4534728658538164,2.0,1.0,0.0,0.004702392327207466,9.419630498450364e-05,0.051424967982175315,0.0,0.0,0.0,0.15852547624518226,16,7,0,51,0,0,0,0,0,0
0,92,1,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,13,0,0,0,0,0,0
0,264,0,0,0,0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,55,0,0,0,0,0,0
1,1452,39,0,0,0,0.0,0.003400495542299113,0.0,21.0,297.0,0.0,0.0,0.0037292827715491865,0.30078218663489004,0.0,0.0,0.0,0.0,5,3,0,75,0,1,0,0,0,1
0,4745,4,0,0,0,0.0,0.007501511316946217,0.0,3.0,126.0,0.0,0.0,0.013937416109101715,0.0,0.011825414715616258,0.00550221830589055,0.0,0.0,8,4,0,72,0,0,0,0,0,0
0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0005404561449863684,0.0,0.0,0.0,0.0,0.0,2,1,0,62,0,0,1,0,0,0
0,771,0,0,0,1,0.0,0.0,0.02576948220885088,1.0,1.0,0.0,0.0,0.001354181954024522,0.0,0.0,0.0,0.0,0.0,5,2,0,74,0,0,0,0,0,0
0,775,0,0,0,1,0.0,0.008693117737254952,0.0,1.0,0.0,0.0,0.0,0.0,0.7867106813832955,0.0,0.0,0.0,0.0,4,2,0,42,0,0,1,0,0,0
0,1492,0,0,0,1,0.0012127156680615944,0.015193374047603656,0.11208134610033922,1.0,0.0,0.0,0.0,0.0,0.7741468130731592,0.0,0.0,0.0,0.0,6,4,0,59,0,0,1,0,0,0
1,168156,146,0,0,0,0.0,0.0016532968086172266,7.765518820337358e-05,36.0,272.0,2.0,0.0,0.0,0.005325851657614704,0.05636204633917152,0.3626553075870681,0.01187655770617285,0.04161670961132463,11,7,0,54,0,1,0,0,0,1
1,4068,183,0,0,0,0.0,0.00391717396062156,0.0,68.0,1512.0,11.0,0.0,0.0,0.0,0.02301061061710182,0.0013455786393443954,0.04294604716009954,0.0,6,4,0,41,0,1,0,1,0,1
0,61709,0,0,0,1,0.0,0.0016715763787996758,0.0,1.0,0.0,0.0,0.0,0.0,0.004289309135275279,0.003976766493020717,0.0034444908213801238,0.0,0.0,5,4,0,83,0,0,1,0,0,0
1,36,1,0,0,0,0.0,0.0,0.0,9.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,28,0,1,0,0,0,1
0,110,0,0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,58,0,0,0,0,0,0
0,7,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3,1,0,1,0,0,0
0,19,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,45,0,0,1,0,0,0
0,13,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,48,0,0,1,0,0,0
1,1390,124,0,0,0,0.06103567160288599,0.01731103099932621,0.5442651492423535,15.0,653.0,4.0,0.0,0.003983730640790451,0.3348114121587394,0.0,0.0,0.0,0.0,8,5,0,74,0,1,0,0,0,1
0,152540,0,0,0,1,0.0,0.0006868244415454691,0.9365991218051798,1.0,0.0,0.0,0.0,0.03687976511174078,0.0,0.0,0.0,0.0,0.0,6,3,0,41,0,0,1,0,0,0
1,36,10,0,0,0,0.0,0.0,0.976042142143377,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,3,1,0,0,0,0,0
1,40411,0,0,0,1,0.037311869773635965,0.000937627475428662,0.7860432208075949,2.0,4.0,0.0,0.0,0.00013360777560129009,0.010378617836842652,0.00040453582577858253,0.0024983114194116513,0.0,0.0,22,7,0,88,0,0,0,0,0,0
0,59,0,0,0,1,0.0,0.0,0.9173265542666238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,3,1,0,1,0,0,0
0,104,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,20,0,0,1,0,0,0
0,3844,0,0,0,1,0.4760923307425789,0.00626041764210132,0.4632212754003184,1.0,0.0,0.0,0.0,0.0,0.024739207790991667,0.0,0.0,0.0,0.0,7,4,0,29,0,0,1,0,0,0
0,670,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0006961314978192615,0.0,0.0,0.02274503118384975,0.0,0.976558837318331,0.0,3,3,0,3,1,0,1,0,0,0
0,92769,0,0,0,1,0.0037554522437505955,0.007097439750248869,0.4713134075872658,1.0,0.0,0.0,0.0,0.0007904304305290488,0.4168822920057709,0.000284645831027814,0.012308692140097556,1.6434124512571083e-05,0.006077971979775241,18,9,0,64,0,0,1,0,0,0
0,341223,0,0,0,1,0.19458840840547192,4.622408249755624e-05,0.6881737341058285,1.0,0.0,0.0,0.0,9.3628240208279e-05,0.005758485431394866,9.943474665488236e-05,0.013050773621102898,7.813975303546858e-05,0.0,24,8,0,106,0,0,1,0,0,0
0,84,0,0,0,1,0.18842785161137598,0.0,0.811572148388624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,3,1,0,1,0,0,0
1,185457,110,0,0,0,0.021493614275537525,0.0001075280327432518,0.9342767496303924,17.0,240.0,0.0,0.0,0.0028368567141477514,0.024525365549032417,0.0,0.0022347882643454346,0.0,0.008790175221597488,11,7,0,55,0,1,0,0,1,1
0,168,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,24,0,0,1,0,0,0
0,4067,0,0,0,1,0.0,0.048560609505643136,0.0,1.0,0.0,0.0,0.0,0.014605914387513932,0.8229506061012016,0.033943633755836415,0.043396182355160684,0.03277604551381871,0.0,7,6,0,104,0,0,1,0,0,0
1,16931,0,0,0,1,0.0,0.00026536551353718407,0.04438937942733485,1.0,0.0,0.0,0.0,0.013446130800751951,0.0,0.0,0.0,0.0,0.0,4,3,0,112,0,0,1,0,0,0
1,408541,1845,0,0,0,0.003239869860730101,0.0003716721660447437,0.3126373903231113,3.0,3879.0,0.0,0.0,0.0,0.0036995816154776783,0.0,0.00014476916216318102,4.818248591521392e-05,0.0,21,6,0,104,0,0,0,0,0,1
1,4907,16,0,0,0,3.209969788519637e-05,0.06934384441087613,0.0,3.0,20.0,0.0,0.0,0.010335158610271905,0.8260743957703928,0.02610083081570997,0.02318636706948641,0.009556268882175228,0.0,10,7,0,104,0,0,0,0,0,1
1,215948,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4843287546482508,0.4876932028028636,0.0,3,2,0,7,0,0,1,0,0,0
0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,3,1,0,0,0,0,0
0,12557,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,28,0,0,1,0,0,0
0,13634,0,0,0,1,0.0,0.8202115158636898,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,34,0,0,1,0,0,0
0,668,0,0,0,1,0.7069199056783767,0.00023928261595983422,0.2752972849328902,1.0,0.0,0.0,0.0,0.00808290352061678,0.008709043934185685,0.0,0.0,0.0,0.0,6,5,0,3,1,0,1,0,0,0
0,30141,0,0,0,1,0.9652077616563348,0.0,0.00016646897897972977,1.0,0.0,0.0,0.0004815016821238537,0.0001223433355338873,0.0,0.0,0.0,0.0,0.006405480183179072,6,5,0,221,0,0,1,0,0,0
0,95210,1,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.06900962601861246,0.0,0.0,0.0,0.0,3,1,0,45,0,0,1,0,0,0
0,485,0,0,0,1,0.0025503154337510165,0.00534737191178909,0.9835413853818762,1.0,0.0,0.0,0.0,0.002390427237053004,0.0,0.0,0.0,0.0,0.0,5,4,0,46,0,0,1,0,0,0
0,171078,8,0,0,0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0032720249810556943,0.0,0.0,0.0,0.0,2,1,0,64,0,0,0,0,0,0
0,2,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,3,1,0,1,0,0,0
0,180,0,0,0,1,0.8612618019806552,0.04702324615064983,0.0,1.0,0.0,0.0,0.0,0.012396408042660264,0.07931854382603476,0.0,0.0,0.0,0.0,4,4,0,3,1,0,1,0,0,0
0,113,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,27,0,0,1,0,0,0
0,187827,0,0,0,1,0.0058360868619980215,0.0006582838889739471,0.8029747477234161,1.0,0.0,0.0,0.0,0.0,0.02764016691813201,0.16287602612361846,1.4688483861440536e-05,0.0,0.0,6,6,0,18,0,0,1,0,0,0
0,129688,0,0,0,1,0.9648300465113548,0.00029861082082899884,0.006893247155562502,1.0,0.0,0.0,0.0,0.0028136110386747693,4.228969911115978e-05,0.0,0.0,0.0,0.0,17,5,0,3,1,0,1,0,0,0
0,7847,0,0,0,1,0.932716289429696,0.015660916322412906,0.00011401603146842468,1.0,0.0,0.0,0.0,0.008375427644951363,0.009915322736629076,0.0,0.0,0.0,0.0,7,5,0,52,0,0,1,0,0,0
0,132,0,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,52,0,0,0,0,0,0
0,132,0,0,0,0,0.8438495857233907,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1561504142766093,0.0,0.0,0.0,0.0,2,2,0,9,0,0,1,0,0,0
0,29248,0,0,0,1,0.0,0.023864961836462254,0.0,1.0,0.0,0.0,0.0,0.0,0.010703974241275165,0.0,0.0,0.0,0.9654310639222626,3,3,0,59,0,0,1,0,0,0
0,195,0,0,0,1,0.3767329876177373,0.0,0.6164673510424383,1.0,0.0,0.0,0.0,0.00679966133982432,0.0,0.0,0.0,0.0,0.0,3,3,0,52,0,0,1,0,0,0
0,108,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3,1,0,1,0,0,0
0,9555,0,0,0,0,0.8670716398249285,0.025155907342727248,0.0017200447652788756,1.0,0.0,0.0,0.0,0.009336117908264573,0.0,0.0,0.0,0.0,0.0,11,4,0,3,1,0,1,0,0,0
0,1235,23,0,0,0,0.9975789993197188,0.0013305499606504024,0.0,5.0,50.0,0.0,0.0,0.0010904507196307807,0.0,0.0,0.0,0.0,0.0,3,3,0,131,0,1,0,0,0,0
